Aikaleima (dd.mm.yyyy hh:mm);Viikko;Yhteensä;Kevyt ajoneuvo Imatra;Raskas ajoneuvo Imatra;Kevyt ajoneuvo Lpr;Raskas ajoneuvo Lpr
24.06.2021 17:00;25;1916;1235;57;571;53
24.06.2021 18:00;25;1560;1048;56;413;43
24.06.2021 19:00;25;1387;991;34;331;31
24.06.2021 20:00;25;1051;769;26;230;26
24.06.2021 21:00;25;809;538;32;214;25
24.06.2021 22:00;25;484;302;14;149;19
24.06.2021 23:00;25;277;163;18;81;15
25.06.2021 00:00;25;184;98;13;56;17
25.06.2021 01:00;25;107;56;18;27;6
25.06.2021 02:00;25;78;30;15;26;7
25.06.2021 03:00;25;63;25;10;17;11
25.06.2021 04:00;25;82;24;23;27;8
25.06.2021 05:00;25;139;60;6;59;14
25.06.2021 06:00;25;212;109;18;78;7
25.06.2021 07:00;25;270;121;15;115;19
25.06.2021 08:00;25;430;219;24;166;21
25.06.2021 09:00;25;764;400;22;303;39
25.06.2021 10:00;25;1051;602;17;398;34
25.06.2021 11:00;25;1372;823;33;492;24
25.06.2021 12:00;25;1364;899;23;418;24
25.06.2021 13:00;25;1323;819;35;450;19
25.06.2021 14:00;25;1260;834;20;367;39
25.06.2021 15:00;25;1082;706;19;333;24
25.06.2021 16:00;25;723;444;17;245;17
25.06.2021 17:00;25;645;363;18;241;23
25.06.2021 18:00;25;608;308;17;254;29
25.06.2021 19:00;25;481;247;9;214;11
25.06.2021 20:00;25;416;191;10;203;12
25.06.2021 21:00;25;391;185;8;179;19
25.06.2021 22:00;25;276;122;8;131;15
25.06.2021 23:00;25;224;88;7;122;7
26.06.2021 00:00;25;152;63;7;63;19
26.06.2021 01:00;25;118;54;2;56;6
26.06.2021 02:00;25;96;47;5;38;6
26.06.2021 03:00;25;64;32;2;26;4
26.06.2021 04:00;25;83;30;4;37;12
26.06.2021 05:00;25;129;57;5;57;10
26.06.2021 06:00;25;138;74;6;50;8
26.06.2021 07:00;25;162;81;6;63;12
26.06.2021 08:00;25;152;61;13;63;15
26.06.2021 09:00;25;273;122;8;119;24
26.06.2021 10:00;25;426;190;9;207;20
26.06.2021 11:00;25;648;304;10;313;21
26.06.2021 12:00;25;773;342;21;385;25
26.06.2021 13:00;25;920;471;12;409;28
26.06.2021 14:00;25;835;402;7;388;38
26.06.2021 15:00;25;833;396;12;391;34
26.06.2021 16:00;25;763;330;8;391;34
26.06.2021 17:00;25;622;258;7;330;27
26.06.2021 18:00;25;659;289;11;333;26
26.06.2021 19:00;25;584;218;10;329;27
26.06.2021 20:00;25;466;162;10;275;19
26.06.2021 21:00;25;417;185;18;197;17
26.06.2021 22:00;25;295;118;8;158;11
26.06.2021 23:00;25;187;81;11;89;6
27.06.2021 00:00;25;164;76;3;81;4
27.06.2021 01:00;25;98;43;3;45;7
27.06.2021 02:00;25;74;32;4;30;8
27.06.2021 03:00;25;86;52;3;28;3
27.06.2021 04:00;25;53;17;3;28;5
27.06.2021 05:00;25;114;50;5;49;10
27.06.2021 06:00;25;150;78;10;55;7
27.06.2021 07:00;25;208;83;8;102;15
27.06.2021 08:00;25;215;73;11;110;21
27.06.2021 09:00;25;391;134;9;220;28
27.06.2021 10:00;25;824;242;16;519;47
27.06.2021 11:00;25;1317;385;12;882;38
27.06.2021 12:00;25;1491;387;22;1030;52
27.06.2021 13:00;25;1679;541;18;1066;54
27.06.2021 14:00;25;1811;553;18;1181;59
27.06.2021 15:00;25;1793;574;19;1134;66
27.06.2021 16:00;25;1773;576;20;1106;71
27.06.2021 17:00;25;1678;501;21;1096;60
27.06.2021 18:00;25;1469;452;16;937;64
27.06.2021 19:00;25;1207;379;22;744;62
27.06.2021 20:00;25;821;302;22;447;50
27.06.2021 21:00;25;621;236;16;325;44
27.06.2021 22:00;25;333;136;16;155;26
27.06.2021 23:00;25;184;69;11;76;28
28.06.2021 00:00;26;123;45;7;48;23
28.06.2021 01:00;26;71;22;10;27;12
28.06.2021 02:00;26;63;22;10;15;16
28.06.2021 03:00;26;83;20;12;24;27
28.06.2021 04:00;26;139;34;24;53;28
28.06.2021 05:00;26;422;186;36;156;44
28.06.2021 06:00;26;1092;532;58;444;58
28.06.2021 07:00;26;1145;504;66;518;57
28.06.2021 08:00;26;940;378;73;430;59
28.06.2021 09:00;26;1050;429;78;459;84
28.06.2021 10:00;26;1204;521;85;513;85
28.06.2021 11:00;26;1398;615;84;605;94
28.06.2021 12:00;26;1485;647;89;666;83
28.06.2021 13:00;26;1587;713;89;680;105
28.06.2021 14:00;26;1528;704;65;670;89
28.06.2021 15:00;26;1852;852;90;815;95
28.06.2021 16:00;26;1630;771;70;718;71
28.06.2021 17:00;26;1476;676;73;639;88
28.06.2021 18:00;26;1138;535;67;473;63
28.06.2021 19:00;26;868;393;46;380;49
28.06.2021 20:00;26;679;317;22;292;48
28.06.2021 21:00;26;532;226;33;234;39
28.06.2021 22:00;26;311;111;24;156;20
28.06.2021 23:00;26;199;67;24;71;37
29.06.2021 00:00;26;125;32;24;55;14
29.06.2021 01:00;26;87;27;18;20;22
29.06.2021 02:00;26;71;22;23;8;18
29.06.2021 03:00;26;86;21;20;21;24
29.06.2021 04:00;26;126;39;30;27;30
29.06.2021 05:00;26;390;171;38;131;50
29.06.2021 06:00;26;1087;528;57;442;60
29.06.2021 07:00;26;1144;463;79;515;87
29.06.2021 08:00;26;932;373;79;406;74
29.06.2021 09:00;26;989;388;72;441;88
29.06.2021 10:00;26;1241;506;86;558;91
29.06.2021 11:00;26;1210;521;77;527;85
29.06.2021 12:00;26;1234;571;87;483;93
29.06.2021 13:00;26;1325;612;85;543;85
29.06.2021 14:00;26;1510;663;75;682;90
29.06.2021 15:00;26;1784;889;65;760;70
29.06.2021 16:00;26;1776;866;69;759;82
29.06.2021 17:00;26;1400;698;76;551;75
29.06.2021 18:00;26;1080;533;44;423;80
29.06.2021 19:00;26;899;411;45;390;53
29.06.2021 20:00;26;737;279;54;342;62
29.06.2021 21:00;26;553;235;31;251;36
29.06.2021 22:00;26;362;111;41;175;35
29.06.2021 23:00;26;181;73;25;57;26
30.06.2021 00:00;26;139;47;18;48;26
30.06.2021 01:00;26;114;35;23;29;27
30.06.2021 02:00;26;58;14;21;12;11
30.06.2021 03:00;26;77;13;24;19;21
30.06.2021 04:00;26;137;39;26;34;38
30.06.2021 05:00;26;380;167;48;120;45
30.06.2021 06:00;26;1017;505;51;410;51
30.06.2021 07:00;26;1126;471;68;512;75
30.06.2021 08:00;26;981;403;88;409;81
30.06.2021 09:00;26;1088;435;71;493;89
30.06.2021 10:00;26;1141;503;81;484;73
30.06.2021 11:00;26;1279;544;89;556;90
30.06.2021 12:00;26;1315;537;73;634;71
30.06.2021 13:00;26;1498;681;100;628;89
30.06.2021 14:00;26;1482;684;80;626;92
30.06.2021 15:00;26;1804;906;84;737;77
30.06.2021 16:00;26;1748;868;71;729;80
30.06.2021 17:00;26;1428;669;58;636;65
30.06.2021 18:00;26;1151;569;62;449;71
30.06.2021 19:00;26;868;405;56;358;49
30.06.2021 20:00;26;779;363;34;312;70
30.06.2021 21:00;26;644;290;22;294;38
30.06.2021 22:00;26;406;164;31;174;37
30.06.2021 23:00;26;202;83;20;72;27
01.07.2021 00:00;26;133;43;19;48;23
01.07.2021 01:00;26;101;30;27;23;21
01.07.2021 02:00;26;64;10;17;17;20
01.07.2021 03:00;26;96;16;31;25;24
01.07.2021 04:00;26;109;31;27;25;26
01.07.2021 05:00;26;383;173;36;127;47
01.07.2021 06:00;26;976;499;52;376;49
01.07.2021 07:00;26;1099;467;60;505;67
01.07.2021 08:00;26;977;429;79;401;68
01.07.2021 09:00;26;1039;400;60;482;97
01.07.2021 10:00;26;1176;486;84;521;85
01.07.2021 11:00;26;1312;542;85;589;96
01.07.2021 12:00;26;1374;615;65;617;77
01.07.2021 13:00;26;1525;716;88;625;96
01.07.2021 14:00;26;1717;811;84;727;95
01.07.2021 15:00;26;1996;956;87;868;85
01.07.2021 16:00;26;1945;966;61;815;103
01.07.2021 17:00;26;1573;809;84;607;73
01.07.2021 18:00;26;1296;689;63;466;78
01.07.2021 19:00;26;1010;546;54;361;49
01.07.2021 20:00;26;826;421;51;303;51
01.07.2021 21:00;26;620;264;22;295;39
01.07.2021 22:00;26;447;163;31;218;35
01.07.2021 23:00;26;201;81;24;72;24
02.07.2021 00:00;26;154;50;20;59;25
02.07.2021 01:00;26;101;30;17;35;19
02.07.2021 02:00;26;100;29;30;14;27
02.07.2021 03:00;26;94;22;27;24;21
02.07.2021 04:00;26;106;35;22;23;26
02.07.2021 05:00;26;403;169;34;150;50
02.07.2021 06:00;26;948;460;54;372;62
02.07.2021 07:00;26;1043;453;73;445;72
02.07.2021 08:00;26;939;362;55;437;85
02.07.2021 09:00;26;1061;423;62;497;79
02.07.2021 10:00;26;1300;532;79;614;75
02.07.2021 11:00;26;1395;595;78;649;73
02.07.2021 12:00;26;1563;774;92;623;74
02.07.2021 13:00;26;1685;800;78;708;99
02.07.2021 14:00;26;1885;925;83;788;89
02.07.2021 15:00;26;2045;1102;75;796;72
02.07.2021 16:00;26;1888;1016;62;737;73
02.07.2021 17:00;26;1536;875;71;536;54
02.07.2021 18:00;26;1323;784;48;449;42
02.07.2021 19:00;26;1023;562;44;371;46
02.07.2021 20:00;26;797;429;35;300;33
02.07.2021 21:00;26;615;314;30;248;23
02.07.2021 22:00;26;395;167;27;172;29
02.07.2021 23:00;26;267;125;21;93;28
03.07.2021 00:00;26;167;77;13;62;15
03.07.2021 01:00;26;129;56;9;53;11
03.07.2021 02:00;26;98;40;16;34;8
03.07.2021 03:00;26;95;41;13;31;10
03.07.2021 04:00;26;114;40;17;41;16
03.07.2021 05:00;26;150;76;13;51;10
03.07.2021 06:00;26;253;124;12;98;19
03.07.2021 07:00;26;334;134;13;168;19
03.07.2021 08:00;26;516;220;20;246;30
03.07.2021 09:00;26;839;357;21;429;32
03.07.2021 10:00;26;1134;585;18;496;35
03.07.2021 11:00;26;1257;629;27;556;45
03.07.2021 12:00;26;1307;696;24;543;44
03.07.2021 13:00;26;1329;709;22;554;44
03.07.2021 14:00;26;1391;771;24;563;33
03.07.2021 15:00;26;1261;675;25;529;32
03.07.2021 16:00;26;1107;586;28;449;44
03.07.2021 17:00;26;1108;586;22;471;29
03.07.2021 18:00;26;925;440;17;443;25
03.07.2021 19:00;26;733;340;19;343;31
03.07.2021 20:00;26;591;284;17;266;24
03.07.2021 21:00;26;528;258;10;236;24
03.07.2021 22:00;26;469;297;5;156;11
03.07.2021 23:00;26;314;152;5;142;15
04.07.2021 00:00;26;329;146;7;166;10
04.07.2021 01:00;26;148;75;5;62;6
04.07.2021 02:00;26;110;57;7;35;11
04.07.2021 03:00;26;92;41;6;40;5
04.07.2021 04:00;26;71;36;1;28;6
04.07.2021 05:00;26;119;49;5;57;8
04.07.2021 06:00;26;164;85;3;67;9
04.07.2021 07:00;26;206;89;7;96;14
04.07.2021 08:00;26;286;118;12;142;14
04.07.2021 09:00;26;484;196;16;250;22
04.07.2021 10:00;26;794;328;14;419;33
04.07.2021 11:00;26;1050;480;14;520;36
04.07.2021 12:00;26;1259;569;24;612;54
04.07.2021 13:00;26;1425;680;26;676;43
04.07.2021 14:00;26;1442;691;20;683;48
04.07.2021 15:00;26;1460;700;27;671;62
04.07.2021 16:00;26;1457;654;30;710;63
04.07.2021 17:00;26;1295;562;27;657;49
04.07.2021 18:00;26;1180;582;24;532;42
04.07.2021 19:00;26;974;420;26;483;45
04.07.2021 20:00;26;767;338;15;367;47
04.07.2021 21:00;26;572;268;22;258;24
04.07.2021 22:00;26;361;154;11;176;20
04.07.2021 23:00;26;202;92;12;72;26
05.07.2021 00:00;27;105;44;7;44;10
05.07.2021 01:00;27;77;24;13;22;18
05.07.2021 02:00;27;55;23;15;11;6
05.07.2021 03:00;27;83;15;17;17;34
05.07.2021 04:00;27;143;35;22;47;39
05.07.2021 05:00;27;411;177;33;150;51
05.07.2021 06:00;27;1086;534;58;436;58
05.07.2021 07:00;27;1089;473;74;470;72
05.07.2021 08:00;27;988;384;77;458;69
05.07.2021 09:00;27;1046;409;75;487;75
05.07.2021 10:00;27;1274;571;75;550;78
05.07.2021 11:00;27;1403;615;83;628;77
05.07.2021 12:00;27;1399;711;78;537;73
05.07.2021 13:00;27;1521;711;102;615;93
05.07.2021 14:00;27;1633;860;86;610;77
05.07.2021 15:00;27;1908;1030;59;729;90
05.07.2021 16:00;27;1766;924;74;660;108
05.07.2021 17:00;27;1349;666;82;508;93
05.07.2021 18:00;27;1079;567;53;396;63
05.07.2021 19:00;27;877;384;43;387;63
05.07.2021 20:00;27;655;321;34;260;40
05.07.2021 21:00;27;554;231;40;241;42
05.07.2021 22:00;27;381;147;31;169;34
05.07.2021 23:00;27;196;76;20;71;29
06.07.2021 00:00;27;133;39;15;57;22
06.07.2021 01:00;27;73;29;14;17;13
06.07.2021 02:00;27;73;17;20;15;21
06.07.2021 03:00;27;75;20;21;16;18
06.07.2021 04:00;27;125;39;21;30;35
06.07.2021 05:00;27;396;186;37;140;33
06.07.2021 06:00;27;1047;507;55;419;66
06.07.2021 07:00;27;1107;497;65;466;79
06.07.2021 08:00;27;906;375;82;383;66
06.07.2021 09:00;27;1011;450;77;410;74
06.07.2021 10:00;27;1248;531;84;546;87
06.07.2021 11:00;27;1301;592;80;540;89
06.07.2021 12:00;27;1325;582;87;576;80
06.07.2021 13:00;27;1396;681;75;562;78
06.07.2021 14:00;27;1494;737;73;601;83
06.07.2021 15:00;27;1843;916;74;756;97
06.07.2021 16:00;27;1644;838;63;673;70
06.07.2021 17:00;27;1320;644;65;533;78
06.07.2021 18:00;27;1054;516;58;426;54
06.07.2021 19:00;27;896;428;47;350;71
06.07.2021 20:00;27;685;297;50;275;63
06.07.2021 21:00;27;531;237;39;218;37
06.07.2021 22:00;27;378;139;33;169;37
06.07.2021 23:00;27;191;72;25;67;27
07.07.2021 00:00;27;138;43;14;58;23
07.07.2021 01:00;27;103;35;26;20;22
07.07.2021 02:00;27;75;16;21;20;18
07.07.2021 03:00;27;77;16;25;17;19
07.07.2021 04:00;27;117;42;24;34;17
07.07.2021 05:00;27;383;171;33;145;34
07.07.2021 06:00;27;1024;517;58;390;59
07.07.2021 07:00;27;1044;432;71;469;72
07.07.2021 08:00;27;949;369;83;427;70
07.07.2021 09:00;27;1021;431;78;436;76
07.07.2021 10:00;27;1101;480;68;494;59
07.07.2021 11:00;27;1304;574;91;561;78
07.07.2021 12:00;27;1399;644;74;604;77
07.07.2021 13:00;27;1437;696;80;591;70
07.07.2021 14:00;27;1608;763;73;693;79
07.07.2021 15:00;27;1776;920;70;707;79
07.07.2021 16:00;27;1774;891;76;739;68
07.07.2021 17:00;27;1452;730;75;571;76
07.07.2021 18:00;27;1092;560;61;405;66
07.07.2021 19:00;27;858;398;44;360;56
07.07.2021 20:00;27;680;306;48;262;64
07.07.2021 21:00;27;608;268;43;246;51
07.07.2021 22:00;27;375;136;25;186;28
07.07.2021 23:00;27;189;72;22;74;21
08.07.2021 00:00;27;136;55;11;45;25
08.07.2021 01:00;27;92;31;20;24;17
08.07.2021 02:00;27;72;22;18;15;17
08.07.2021 03:00;27;76;16;18;21;21
08.07.2021 04:00;27;107;32;21;36;18
08.07.2021 05:00;27;362;181;32;116;33
08.07.2021 06:00;27;975;482;62;376;55
08.07.2021 07:00;27;1005;484;65;382;74
08.07.2021 08:00;27;865;342;54;406;63
08.07.2021 09:00;27;1034;406;76;476;76
08.07.2021 10:00;27;1243;501;78;579;85
08.07.2021 11:00;27;1389;601;94;608;86
08.07.2021 12:00;27;1446;677;86;601;82
08.07.2021 13:00;27;1511;692;72;649;98
08.07.2021 14:00;27;1632;796;92;654;90
08.07.2021 15:00;27;1833;933;76;724;100
08.07.2021 16:00;27;1828;919;79;755;75
08.07.2021 17:00;27;1561;798;63;617;83
08.07.2021 18:00;27;1214;636;48;463;67
08.07.2021 19:00;27;918;444;52;375;47
08.07.2021 20:00;27;720;329;38;305;48
08.07.2021 21:00;27;615;280;37;267;31
08.07.2021 22:00;27;392;167;20;176;29
08.07.2021 23:00;27;217;90;14;87;26
09.07.2021 00:00;27;137;49;19;52;17
09.07.2021 01:00;27;78;28;14;23;13
09.07.2021 02:00;27;83;18;30;13;22
09.07.2021 03:00;27;64;15;21;14;14
09.07.2021 04:00;27;120;35;29;36;20
09.07.2021 05:00;27;361;179;28;114;40
09.07.2021 06:00;27;940;455;55;384;46
09.07.2021 07:00;27;975;432;61;412;70
09.07.2021 08:00;27;832;338;52;382;60
09.07.2021 09:00;27;1039;433;69;460;77
09.07.2021 10:00;27;1258;545;64;571;78
09.07.2021 11:00;27;1431;650;70;630;81
09.07.2021 12:00;27;1607;771;64;702;70
09.07.2021 13:00;27;1720;870;68;713;69
09.07.2021 14:00;27;1888;959;69;790;70
09.07.2021 15:00;27;1994;1077;71;770;76
09.07.2021 16:00;27;1968;1027;74;795;72
09.07.2021 17:00;27;1671;929;58;628;56
09.07.2021 18:00;27;1327;768;50;446;63
09.07.2021 19:00;27;1022;564;42;359;57
09.07.2021 20:00;27;789;417;29;305;38
09.07.2021 21:00;27;571;310;26;214;21
09.07.2021 22:00;27;421;197;22;181;21
09.07.2021 23:00;27;256;113;14;103;26
10.07.2021 00:00;27;175;82;9;70;14
10.07.2021 01:00;27;144;64;14;53;13
10.07.2021 02:00;27;113;45;17;39;12
10.07.2021 03:00;27;86;26;18;26;16
10.07.2021 04:00;27;92;34;7;40;11
10.07.2021 05:00;27;188;84;19;73;12
10.07.2021 06:00;27;273;140;9;101;23
10.07.2021 07:00;27;358;177;12;147;22
10.07.2021 08:00;27;533;249;18;233;33
10.07.2021 09:00;27;823;376;26;388;33
10.07.2021 10:00;27;1125;526;22;533;44
10.07.2021 11:00;27;1293;635;32;581;45
10.07.2021 12:00;27;1420;751;24;606;39
10.07.2021 13:00;27;1517;817;32;625;43
10.07.2021 14:00;27;1286;674;22;553;37
10.07.2021 15:00;27;1238;651;20;518;49
10.07.2021 16:00;27;1104;552;20;487;45
10.07.2021 17:00;27;1021;532;18;434;37
10.07.2021 18:00;27;847;400;14;400;33
10.07.2021 19:00;27;695;305;19;343;28
10.07.2021 20:00;27;632;277;14;314;27
10.07.2021 21:00;27;474;211;15;228;20
10.07.2021 22:00;27;346;138;8;181;19
10.07.2021 23:00;27;306;157;8;132;9
11.07.2021 00:00;27;196;109;2;72;13
11.07.2021 01:00;27;123;56;6;52;9
11.07.2021 02:00;27;104;48;4;41;11
11.07.2021 03:00;27;80;39;4;28;9
11.07.2021 04:00;27;81;39;3;31;8
11.07.2021 05:00;27;103;50;5;43;5
11.07.2021 06:00;27;168;97;3;57;11
11.07.2021 07:00;27;218;108;4;97;9
11.07.2021 08:00;27;297;118;5;158;16
11.07.2021 09:00;27;512;211;20;257;24
11.07.2021 10:00;27;782;317;19;402;44
11.07.2021 11:00;27;1082;461;24;557;40
11.07.2021 12:00;27;1287;581;16;650;40
11.07.2021 13:00;27;1456;675;18;718;45
11.07.2021 14:00;27;1507;686;17;756;48
11.07.2021 15:00;27;1462;666;14;725;57
11.07.2021 16:00;27;1392;608;18;704;62
11.07.2021 17:00;27;1267;561;21;637;48
11.07.2021 18:00;27;1100;491;15;539;55
11.07.2021 19:00;27;931;390;30;472;39
11.07.2021 20:00;27;739;323;18;358;40
11.07.2021 21:00;27;542;235;18;256;33
11.07.2021 22:00;27;344;152;9;161;22
11.07.2021 23:00;27;169;67;13;75;14
12.07.2021 00:00;28;117;46;7;47;17
12.07.2021 01:00;28;90;33;11;29;17
12.07.2021 02:00;28;69;19;15;22;13
12.07.2021 03:00;28;80;18;17;25;20
12.07.2021 04:00;28;143;50;20;48;25
12.07.2021 05:00;28;402;190;20;150;42
12.07.2021 06:00;28;1012;523;56;383;50
12.07.2021 07:00;28;1005;423;62;453;67
12.07.2021 08:00;28;895;371;63;399;62
12.07.2021 09:00;28;1063;426;79;482;76
12.07.2021 10:00;28;1215;530;64;544;77
12.07.2021 11:00;28;1361;646;86;553;76
12.07.2021 12:00;28;1455;692;84;597;82
12.07.2021 13:00;28;1545;756;90;614;85
12.07.2021 14:00;28;1650;881;72;612;85
12.07.2021 15:00;28;2011;1073;80;784;74
12.07.2021 16:00;28;1692;874;53;681;84
12.07.2021 17:00;28;1394;743;61;510;80
12.07.2021 18:00;28;1151;572;65;448;66
12.07.2021 19:00;28;832;385;50;340;57
12.07.2021 20:00;28;681;284;36;301;60
12.07.2021 21:00;28;545;249;36;223;37
12.07.2021 22:00;28;368;147;27;168;26
12.07.2021 23:00;28;201;83;18;71;29
13.07.2021 00:00;28;127;51;11;44;21
13.07.2021 01:00;28;94;34;18;23;19
13.07.2021 02:00;28;61;9;18;14;20
13.07.2021 03:00;28;80;25;20;15;20
13.07.2021 04:00;28;125;39;20;38;28
13.07.2021 05:00;28;410;176;49;144;41
13.07.2021 06:00;28;988;516;48;367;57
13.07.2021 07:00;28;976;444;57;413;62
13.07.2021 08:00;28;843;333;72;360;78
13.07.2021 09:00;28;918;385;60;400;73
13.07.2021 10:00;28;1193;512;84;519;78
13.07.2021 11:00;28;1320;567;88;565;100
13.07.2021 12:00;28;1312;654;77;509;72
13.07.2021 13:00;28;1433;713;90;556;74
13.07.2021 14:00;28;1587;794;87;627;79
13.07.2021 15:00;28;1721;842;87;692;100
13.07.2021 16:00;28;1774;892;74;732;76
13.07.2021 17:00;28;1308;630;68;533;77
13.07.2021 18:00;28;1152;533;47;504;68
13.07.2021 19:00;28;871;453;46;332;40
13.07.2021 20:00;28;705;338;48;265;54
13.07.2021 21:00;28;543;235;22;242;44
13.07.2021 22:00;28;395;167;29;172;27
13.07.2021 23:00;28;185;72;12;68;33
14.07.2021 00:00;28;132;38;17;53;24
14.07.2021 01:00;28;97;30;21;27;19
14.07.2021 02:00;28;68;12;21;16;19
14.07.2021 03:00;28;77;21;18;19;19
14.07.2021 04:00;28;135;42;27;35;31
14.07.2021 05:00;28;375;175;38;132;30
14.07.2021 06:00;28;1012;507;70;381;54
14.07.2021 07:00;28;991;457;66;412;56
14.07.2021 08:00;28;902;345;74;401;82
14.07.2021 09:00;28;1015;419;75;441;80
14.07.2021 10:00;28;1203;545;71;516;71
14.07.2021 11:00;28;1309;583;82;558;86
14.07.2021 12:00;28;1379;649;80;579;71
14.07.2021 13:00;28;1428;736;104;507;81
14.07.2021 14:00;28;1608;765;78;670;95
14.07.2021 15:00;28;1764;886;75;711;92
14.07.2021 16:00;28;1701;808;69;734;90
14.07.2021 17:00;28;1460;732;67;584;77
14.07.2021 18:00;28;1165;526;61;500;78
14.07.2021 19:00;28;850;384;46;371;49
14.07.2021 20:00;28;672;313;44;264;51
14.07.2021 21:00;28;624;286;34;272;32
14.07.2021 22:00;28;406;175;27;174;30
14.07.2021 23:00;28;216;87;14;98;17
15.07.2021 00:00;28;139;52;13;57;17
15.07.2021 01:00;28;72;28;17;11;16
15.07.2021 02:00;28;70;17;15;24;14
15.07.2021 03:00;28;80;23;23;19;15
15.07.2021 04:00;28;116;36;21;32;27
15.07.2021 05:00;28;394;177;37;146;34
15.07.2021 06:00;28;1008;509;43;388;68
15.07.2021 07:00;28;979;443;69;403;64
15.07.2021 08:00;28;847;324;66;392;65
15.07.2021 09:00;28;1038;436;69;460;73
15.07.2021 10:00;28;1169;491;69;533;76
15.07.2021 11:00;28;1343;593;66;598;86
15.07.2021 12:00;28;1433;635;61;654;83
15.07.2021 13:00;28;1531;744;69;632;86
15.07.2021 14:00;28;1608;775;89;664;80
15.07.2021 15:00;28;1931;935;71;846;79
15.07.2021 16:00;28;1840;920;61;772;87
15.07.2021 17:00;28;1406;730;53;544;79
15.07.2021 18:00;28;1180;601;46;479;54
15.07.2021 19:00;28;983;489;49;397;48
15.07.2021 20:00;28;791;391;36;319;45
15.07.2021 21:00;28;601;287;37;243;34
15.07.2021 22:00;28;436;215;18;171;32
15.07.2021 23:00;28;186;69;20;74;23
16.07.2021 00:00;28;130;48;12;53;17
16.07.2021 01:00;28;81;25;22;25;9
16.07.2021 02:00;28;65;20;17;15;13
16.07.2021 03:00;28;65;11;18;20;16
16.07.2021 04:00;28;126;38;20;36;32
16.07.2021 05:00;28;378;178;30;137;33
16.07.2021 06:00;28;895;443;50;346;56
16.07.2021 07:00;28;913;399;49;406;59
16.07.2021 08:00;28;796;311;54;351;80
16.07.2021 09:00;28;1045;411;59;509;66
16.07.2021 10:00;28;1275;530;73;601;71
16.07.2021 11:00;28;1434;658;66;658;52
16.07.2021 12:00;28;1657;774;77;737;69
16.07.2021 13:00;28;1727;885;63;702;77
16.07.2021 14:00;28;1875;924;72;806;73
16.07.2021 15:00;28;1953;989;69;805;90
16.07.2021 16:00;28;1852;1031;51;718;52
16.07.2021 17:00;28;1533;894;45;544;50
16.07.2021 18:00;28;1305;769;33;449;54
16.07.2021 19:00;28;991;542;35;372;42
16.07.2021 20:00;28;822;441;36;311;34
16.07.2021 21:00;28;595;294;21;247;33
16.07.2021 22:00;28;433;207;24;181;21
16.07.2021 23:00;28;275;131;10;115;19
17.07.2021 00:00;28;161;79;7;65;10
17.07.2021 01:00;28;122;51;20;44;7
17.07.2021 02:00;28;87;41;11;30;5
17.07.2021 03:00;28;80;36;12;24;8
17.07.2021 04:00;28;88;32;13;28;15
17.07.2021 05:00;28;153;69;14;60;10
17.07.2021 06:00;28;236;108;8;101;19
17.07.2021 07:00;28;333;156;10;150;17
17.07.2021 08:00;28;549;225;14;289;21
17.07.2021 09:00;28;796;370;14;382;30
17.07.2021 10:00;28;1034;474;16;507;37
17.07.2021 11:00;28;1292;644;28;580;40
17.07.2021 12:00;28;1413;685;23;676;29
17.07.2021 13:00;28;1397;743;22;588;44
17.07.2021 14:00;28;1472;778;21;636;37
17.07.2021 15:00;28;1335;731;24;547;33
17.07.2021 16:00;28;1139;633;17;443;46
17.07.2021 17:00;28;1091;602;25;421;43
17.07.2021 18:00;28;890;449;15;387;39
17.07.2021 19:00;28;734;328;14;367;25
17.07.2021 20:00;28;645;283;17;314;31
17.07.2021 21:00;28;488;239;6;219;24
17.07.2021 22:00;28;383;172;8;186;17
17.07.2021 23:00;28;281;132;7;131;11
18.07.2021 00:00;28;176;86;9;73;8
18.07.2021 01:00;28;131;58;4;64;5
18.07.2021 02:00;28;102;47;3;47;5
18.07.2021 03:00;28;84;44;2;34;4
18.07.2021 04:00;28;69;31;6;27;5
18.07.2021 05:00;28;113;56;6;48;3
18.07.2021 06:00;28;153;71;2;68;12
18.07.2021 07:00;28;210;106;6;90;8
18.07.2021 08:00;28;387;177;7;186;17
18.07.2021 09:00;28;539;254;6;261;18
18.07.2021 10:00;28;762;366;15;355;26
18.07.2021 11:00;28;1153;548;12;561;32
18.07.2021 12:00;28;1350;600;16;693;41
18.07.2021 13:00;28;1565;733;14;769;49
18.07.2021 14:00;28;1615;716;28;832;39
18.07.2021 15:00;28;1612;721;19;824;48
18.07.2021 16:00;28;1605;675;11;848;71
18.07.2021 17:00;28;1367;554;23;729;61
18.07.2021 18:00;28;1067;475;18;522;52
18.07.2021 19:00;28;868;388;18;425;37
18.07.2021 20:00;28;694;312;9;339;34
18.07.2021 21:00;28;487;220;11;235;21
18.07.2021 22:00;28;343;151;15;152;25
18.07.2021 23:00;28;215;97;13;81;24
19.07.2021 00:00;29;101;34;13;37;17
19.07.2021 01:00;29;67;21;16;18;12
19.07.2021 02:00;29;57;19;10;13;15
19.07.2021 03:00;29;74;18;14;25;17
19.07.2021 04:00;29;148;38;20;57;33
19.07.2021 05:00;29;371;186;30;133;22
19.07.2021 06:00;29;1026;495;54;406;71
19.07.2021 07:00;29;1054;480;53;449;72
19.07.2021 08:00;29;941;394;68;414;65
19.07.2021 09:00;29;1054;444;72;475;63
